id;visible;order;date;title_it;title_en;title_fr;section;categories;subcategory;mainpage;articleUrl;thumbnail_url;thumbnail_fallbackGradient;video_type;video_id;video_src;allegati;testo_it;testo_en;testo_fr;description_it;description_en;description_fr;tags_client;tags_collective;tags_director;tags_duration;tags_featuring;tags_format;tags_language;tags_photography;tags_production;tags_recognition;tags_role
strange-fish-multimedia-investigation;true;1;2018-01-01;Strange Fish – Inchiesta multimediale;Strange Fish – Multimedia Investigation;Strange Fish – Enquête multimédia;journalism;multimedia-projects;;true;;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);vimeo;299668760;;"https://vimeo.com/255014993|Strange Fish (Vimeo) – Password: ZARZIS;;https://inkyfada.com/2017/06/sar-zone-sauvetage-migrants-mediterranee/|Inkyfada – SAR Zone;;https://inkyfada.com/2017/06/photoreportage-migrants-mediterranee-sauvetage/|Inkyfada – Photoreportage;;http://openmigration.org/analisi/gli-ottomila-salvati-a-pasqua-diario-di-bordo-di-una-missione-di-salvataggio/|Open Migration – Gli 8000 di Pasqua (IT);;http://openmigration.org/en/analyses/the-eight-thousand-migrants-saved-at-easter-logbook-of-a-rescue-mission/|Open Migration – 8000 Saved at Easter (EN);;http://openmigration.org/en/analyses/the-tunisian-fishermen-who-bury-nameless-migrants/|Open Migration – Tunisian Fishermen (EN);;https://www.internazionale.it/video/2017/10/25/pescatori-tunisini-migranti|Internazionale – Pescatori tunisini;;http://www.middleeasteye.net/in-depth/features/fishermen-zarzis-1153799343|Middle East Eye – Fishermen of Zarzis;;https://www.choisir.ch/societe/societe/item/2999-le-cimetiere-des-inconnus-echoues-a-zarzis|Choisir – Le cimetière des inconnus";"Nella cittadina di pescatori di Zarzis, in Tunisia, il mare porta una pesca macabra: i corpi dei migranti annegati nel tentativo di raggiungere l’Europa. Questo progetto multimediale ripercorre l’intero arco della crisi migratoria del Mediterraneo—dalle operazioni SAR in mare ai pescatori tunisini che seppelliscono i morti senza nome.

Il documentario segue i pescatori di Zarzis diventati becchini loro malgrado, che recuperano i corpi e garantiscono una sepoltura dignitosa. L’inchiesta di Inkyfada offre un’analisi approfondita delle operazioni nella zona SAR, dei soccorsi delle ONG e della politica della migrazione mediterranea. Il reportage di Open Migration documenta il picco della crisi a Pasqua 2017, quando oltre 8.000 persone furono salvate in un solo fine settimana.

Questa inchiesta cross-mediale ha combinato copertura delle breaking news, giornalismo investigativo e narrazione documentaristica di lungo formato.";"In the fishing town of Zarzis, Tunisia, the sea delivers a grim catch: the bodies of migrants who drowned attempting to reach Europe. This multimedia project traces the full arc of the Mediterranean migration crisis—from SAR operations at sea to the Tunisian fishermen who bury the nameless dead.

The documentary film follows Zarzis fishermen who have become reluctant gravediggers, recovering bodies and providing dignified burial. The Inkyfada investigation offers an in-depth analysis of SAR zone operations, NGO rescue efforts, and the politics of Mediterranean migration. The Open Migration reportage documents the peak crisis of Easter 2017, when over 8,000 people were rescued in a single weekend.

This cross-platform investigation combined breaking news coverage, investigative journalism, and long-form documentary storytelling.";"Dans la ville de pêcheurs de Zarzis, en Tunisie, la mer livre une pêche macabre : les corps des migrants noyés en tentant de rejoindre l’Europe. Ce projet multimédia retrace l’arc complet de la crise migratoire méditerranéenne—des opérations SAR en mer aux pêcheurs tunisiens qui enterrent les morts anonymes.

Le documentaire suit les pêcheurs de Zarzis devenus fossoyeurs malgré eux, récupérant les corps et assurant une sépulture digne. L’enquête d’Inkyfada propose une analyse approfondie des opérations en zone SAR, des secours des ONG et de la politique de la migration méditerranéenne. Le reportage d’Open Migration documente le pic de la crise à Pâques 2017, lorsque plus de 8 000 personnes furent secourues en un seul week-end.

Cette enquête cross-média a combiné couverture d’actualité, journalisme d’investigation et récit documentaire de long format.";Inchiesta cross-mediale: documentario + inchiesta Inkyfada + reportage Open Migration;Cross-platform investigation: documentary + Inkyfada investigation + Open Migration reportage;Enquête cross-média : documentaire + enquête Inkyfada + reportage Open Migration;;;Giulia Bertoluzzi;;;Documentary + Investigation + Reportage;;;;;
thats-interesting;false;1;2015-03-05;Dal 15 marzo su Crowdfunding!;Dal 15 marzo su Crowdfunding!;Dal 15 marzo su Crowdfunding!;;TODO;;false;http://www.nawartpress.com/projects/;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
118-libri-in-viaggio-letterario-con-nawart-press;false;2;2015-03-06;118 Libri in viaggio letterario con Nawart Press;"The ER of Literature ""118 Libri"" will follow Nawart Press with a literary journey";"Première Urgence Litteraire ""118 Libri"" suivra Nawart Press en voyage litteraire";;TODO;;false;http://www.nawartpress.com/?p=917;http://www.nawartpress.com/wp-content/uploads/2015/03/118libri-logo1.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
crowdfunding;false;3;2015-03-07;Crowdfunding;Crowdfunding;Crowdfunding;;TODO;;false;http://www.nawartpress.com/thats-interesting/;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
donne-al-centro-per-l8-marzo;false;4;2015-03-07;Donne al Centro per l'8 marzo;Donne al Centro per l'8 marzo;Donne al Centro per l'8 marzo;;TODO;;false;http://www.nawartpress.com/donne-al-centro/;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
campagna-crowdfunding-the-railway-diaries;false;5;2015-03-24;Campagna Crowdfunding The Railway Diaries;Campagna Crowdfunding The Railway Diaries;Campagna Crowdfunding The Railway Diaries;journalism;multimedia-projects;;false;http://www.nawartpress.com/il-crowdfunding-del-progetto-the-railway-diaries-su-becrowdy/;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
il-crowdfunding-del-progetto-the-railway-diaries-su-becrowdy;false;6;2015-03-24;Il crowdfunding del progetto The Railway Diaries su BeCrowdy;Il crowdfunding del progetto The Railway Diaries su BeCrowdy;Il crowdfunding del progetto The Railway Diaries su BeCrowdy;journalism;multimedia-projects;;false;http://www.nawartpress.com/projects/;http://www.nawartpress.com/wp-content/uploads/2015/03/therailwaydiaries-becrowdy.jpg;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;;;;;;;;;;;;;;;;;;
de-vos-propres-yeux-s6;true;1;2021-01-01;De Vos Propres Yeux – Stagione 6: Vite dimenticate;De Vos Propres Yeux – Season 6: Forgotten Lives;De Vos Propres Yeux – Saison 6 : Vies oubliées;ngo;documentary-series;;true;;../media/ngo-work/documentary-series/de-vos-propres-yeux-season6-france.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;"../media/ngo-work/documentary-series/de-vos-propres-yeux-season6-france.pdf|De Vos Propres Yeux S6 France;;https://devospropresyeux.org/en/season/france/|De Vos Propres Yeux – Season 6";"Centinaia di migliaia di persone vivono in baraccopoli e squat in tutta la Francia—senza acqua corrente, servizi igienici o dignità di base. Per la Stagione 6 di questa serie testimoniale, l’attore Roschdy Zem visita queste popolazioni dimenticate con le squadre di Solidarités International.

La stagione include anche il capitolo colombiano con i migranti venezuelani.";"Hundreds of thousands live in slums and squats across France—without running water, sanitation, or basic dignity. For Season 6 of this testimonial series, actor Roschdy Zem visits these forgotten populations with Solidarités International teams.

The season also features the Colombian chapter with Venezuelan migrants.";"Des centaines de milliers de personnes vivent dans des bidonvilles et des squats à travers la France—sans eau courante, assainissement ni dignité élémentaire. Pour la Saison 6 de cette série testimoniale, l’acteur Roschdy Zem rend visite à ces populations oubliées avec les équipes de Solidarités International.

La saison comprend également le chapitre colombien avec les migrants vénézuéliens.";Serie documentaria Solidarités International - Stagione 6, Francia (2020-21);Solidarités International documentary series - Season 6, France (2020-21);Série documentaire Solidarités International - Saison 6, France (2020-21);Solidarités International;;Xavier de Lauzanne;25';Roschdy Zem;;;Michaël Bunel;;;Production coordination
living-in-kharkivs-metro;true;1;2022-01-01;Vivere nella metro di Kharkiv;Living in Kharkiv's Metro;Vivre dans le métro de Kharkiv;ngo;field-missions;;true;;../media/ngo-work/field-missions/kharkiv-metro-youtube.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;"https://www.solidarites.org/fr/en-direct-du-terrain/ukraine-vivre-dans-le-metro-de-kharkiv/|Solidarités International (FR);;https://www.solidarites.org/en/live-from-the-field/western-ukraine-the-daily-life-of-displaced-persons/|Solidarités International (EN);;https://www.solidarites.org/wp-content/uploads/2022/08/journal-solidarites-international-116.pdf|Journal Solidarités International (PDF);;https://www.youtube.com/watch?v=LqsaHYsPZW4|Video (YouTube);;https://blogs.mediapart.fr/solidarites-international/blog/040722/ukraine-vivre-dans-le-metro-de-kharkiv|Mediapart";"Quando i bombardamenti russi sono iniziati nel febbraio 2022, migliaia di residenti di Kharkiv sono scesi nella metropolitana della città. Quello che era iniziato come un rifugio temporaneo è diventato casa per mesi—famiglie che dormivano sulle banchine, bambini che frequentavano scuole sotterranee, la vita che continuava 50 metri sotto terra.

Questo progetto documenta l’esistenza quotidiana nella metropolitana: le routine, la resilienza e la silenziosa determinazione di persone in attesa che la guerra finisca.";"When Russian shelling began in February 2022, thousands of Kharkiv residents descended into the city’s metro. What started as temporary shelter became home for months—families sleeping on platforms, children attending underground schools, life continuing 50 meters below ground.

This project documents daily existence in the metro: the routines, resilience, and quiet determination of people waiting for war to end.";"Lorsque les bombardements russes ont commencé en février 2022, des milliers d’habitants de Kharkiv sont descendus dans le métro de la ville. Ce qui avait commencé comme un abri temporaire est devenu un foyer pendant des mois—des familles dormant sur les quais, des enfants fréquentant des écoles souterraines, la vie continuant 50 mètres sous terre.

Ce projet documente l’existence quotidienne dans le métro : les routines, la résilience et la détermination silencieuse de personnes attendant la fin de la guerre.";Ucraina, 2022;Ukraine, 2022;Ukraine, 2022;Solidarités International;;;8:42;;Video + Photo essay + Written;;;;;
syria-12-years-of-war-cholera;true;2;2023-01-01;Siria: 12 anni di guerra + epidemia di colera;Syria: 12 Years of War + Cholera Epidemic;Syrie : 12 ans de guerre + épidémie de choléra;ngo;field-missions;;true;;../media/ngo-work/field-missions/siria-colera-youtube.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;"https://www.solidarites.org/fr/en-direct-du-terrain/syrie-12-ans-de-guerre-et-maintenant-le-cholera/|Solidarités International – 12 ans de guerre;;https://www.solidarites.org/fr/en-direct-du-terrain/syrie-reponse-durgence-pour-contenir-lepidemie-de-cholera/|Solidarités International – Réponse d'urgence;;https://www.youtube.com/watch?v=vIFsdAzyrEA|Video (YouTube);;https://blogs.mediapart.fr/solidarites-international/blog/081222/syrie-12-ans-de-guerre-et-maintenant-le-cholera-0|Mediapart";"Dodici anni dopo l’inizio della guerra in Siria, il colera è tornato—diffondendosi nei campi per sfollati e nelle città distrutte. Una crisi sanitaria sovrapposta al conflitto in corso, al collasso economico e allo sfollamento di massa.

Questo progetto documenta le crisi che si accumulano in Siria e la risposta d’emergenza di Solidarités International: clorazione dell’acqua, infrastrutture igienico-sanitarie, prevenzione del colera.";"Twelve years into Syria’s war, cholera returned—spreading through displacement camps and destroyed cities. A public health crisis layered onto ongoing conflict, economic collapse, and mass displacement.

This project documents Syria’s compounding crises and Solidarités International’s emergency response: water chlorination, sanitation infrastructure, cholera prevention.";"Douze ans après le début de la guerre en Syrie, le choléra est revenu—se propageant dans les camps de déplacés et les villes détruites. Une crise de santé publique superposée au conflit en cours, à l’effondrement économique et au déplacement massif.

Ce projet documente les crises cumulatives de la Syrie et la réponse d’urgence de Solidarités International : chloration de l’eau, infrastructures sanitaires, prévention du choléra.";Siria, 2023;Syria, 2023;Syrie, 2023;Solidarités International;;;;;Video + Written + Photos;;;;;
caminantes-venezuelan-exodus;true;1;2021-01-01;Caminantes: Esodo Venezuelano;Caminantes: Venezuelan Exodus;Caminantes : Exode Vénézuélien;ngo;field-missions;;true;;../media/ngo-work/field-missions/caminantes-youtube-1.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;"https://www.solidarites.org/fr/en-direct-du-terrain/caminantes-lexode-oublie-des-venezueliens-en-colombie/|Solidarités International – Caminantes;;https://www.solidarites.org/fr/presse/linstagrameuse-julie-bourges-alias-douze-fevrier-en-colombie-sur-la-route-avec-les-caminantes-et-solidarites-international/|Solidarités International – Julie Bourges;;https://www.solidarites.org/wp-content/uploads/2021/04/journal-donateurs-110.pdf|Journal Solidarités International (PDF);;https://www.youtube.com/watch?v=4RpnBmwHxss|Video – Caminantes (YouTube);;https://www.youtube.com/watch?v=HPXUWb6ti1o|Video – DVPY S5 (YouTube)";"Migliaia di venezuelani attraversano la Colombia a piedi ogni mese, fuggendo dal collasso economico. Questa missione sul campo ha documentato sia la crisi migratoria sia la risposta umanitaria di Solidarités International lungo il percorso.

La copertura ha combinato la produzione di contenuti per De Vos Propres Yeux Stagione 5 con documentazione multimediale autonoma dei programmi di Solidarités International: punti di accesso all’acqua, supporto abitativo, servizi di protezione per i migranti che percorrono la pericolosa rotta verso Bogotá.";"Thousands of Venezuelans cross into Colombia on foot each month, fleeing economic collapse. This field mission documented both the migration crisis and Solidarités International’s humanitarian response along the route.

Coverage combined content production for De Vos Propres Yeux Season 5 with standalone multimedia documentation of Solidarités International’s programs: water access points, shelter support, protection services for migrants walking the dangerous route to Bogotá.";"Des milliers de Vénézuéliens traversent la Colombie à pied chaque mois, fuyant l’effondrement économique. Cette mission de terrain a documenté à la fois la crise migratoire et la réponse humanitaire de Solidarités International le long de la route.

La couverture a combiné la production de contenu pour De Vos Propres Yeux Saison 5 avec une documentation multimédia autonome des programmes de Solidarités International : points d’accès à l’eau, soutien au logement, services de protection pour les migrants parcourant la dangereuse route vers Bogotá.";Colombia, 2020-21;Colombia, 2020-21;Colombie, 2020-21;Solidarités International;;;;;;;;;;Field production
ukraine-displaced-persons-west;true;2;2022-01-01;Ucraina: sfollati nell'Ucraina occidentale;Ukraine: Displaced Persons in Western Ukraine;Ukraine : personnes déplacées dans l'ouest de l'Ukraine;ngo;field-missions;;true;;;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;"https://www.solidarites.org/en/live-from-the-field/western-ukraine-the-daily-life-of-displaced-persons/|Solidarités International (EN);;https://www.solidarites.org/fr/en-direct-du-terrain/ouest-de-lukraine-le-quotidien-des-personnes-deplacees/|Solidarités International (FR);;https://blogs.mediapart.fr/solidarites-international/blog/140422/ouest-de-l-ukraine-le-quotidien-des-personnes-deplacees|Mediapart";"Milioni di persone sono fuggite verso ovest quando la Russia ha invaso. Leopoli e altre città occidentali—relativamente al sicuro dai bombardamenti—sono diventate rifugio per le famiglie in fuga dall’Ucraina orientale.

Questo progetto documenta la vita quotidiana degli sfollati interni: il limbo dell’attesa, le scuole improvvisate, la ricerca di lavoro e l’ansia costante per i propri cari ancora nelle zone di combattimento.";"Millions fled westward when Russia invaded. Lviv and other western cities—relatively safe from bombardment—became refuge for families escaping eastern Ukraine.

This project documents daily life for internally displaced persons: the limbo of waiting, makeshift schools, job searching, and constant anxiety about loved ones still in combat zones.";"Des millions de personnes ont fui vers l’ouest lors de l’invasion russe. Lviv et d’autres villes occidentales—relativement à l’abri des bombardements—sont devenues un refuge pour les familles fuyant l’est de l’Ukraine.

Ce projet documente la vie quotidienne des personnes déplacées : le limbe de l’attente, les écoles de fortune, la recherche d’emploi et l’anxiété constante pour les proches encore dans les zones de combat.";Ucraina, 2022;Ukraine, 2022;Ukraine, 2022;Solidarités International;;;;;Video + Written + Photos;;;;;
photoclimat-2023-2025;true;1;2023-01-01;PhotoClimat 2023 & 2025;PhotoClimat 2023 & 2025;PhotoClimat 2023 & 2025;ngo;multimedia-projects-coordination;;true;;../media/ngo-work/multimedia-projects-coordination/photoclimat-youtube.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;"https://www.solidarites.org/fr/actualites-association/photoclimat-2023-solidarites-international-mise-a-lhonneur/|Solidarités International – PhotoClimat 2023;;https://www.solidarites.org/fr/actualites-association/photoclimat-2025-solidarites-international-est-de-retour/|Solidarités International – PhotoClimat 2025;;https://blogs.mediapart.fr/solidarites-international/blog/150623/souffrances-climatiques-lorsque-l-eau-vient-manquer-0|Mediapart – Souffrances Climatiques;;https://www.youtube.com/watch?v=lCAJyEzHLpU|Video (YouTube)";"Per due edizioni consecutive della principale biennale di fotografia climatica francese, ho coordinato le mostre di Solidarités International—gestendo oltre 10 fotografi internazionali su più continenti.

2023: “Souffrances Climatiques” (Sofferenze Climatiche) a Place du Palais Royal, Parigi. 9 paesi, crisi climatica e risposta umanitaria.

2025: “Histoires de (sur)vies” (Storie di (soprav)vivenza) a Place de la Concorde, Parigi. Civili nei conflitti: Ucraina, Haiti, Mozambico, Ciad.";"For two consecutive editions of France’s premier climate photography biennial, I coordinated Solidarités International’s exhibitions—managing 10+ international photographers across multiple continents.

2023: “Souffrances Climatiques” (Climate Suffering) at Place du Palais Royal, Paris. 9 countries, climate crisis and humanitarian response.

2025: “Histoires de (sur)vies” ((Sur)vival Stories) at Place de la Concorde, Paris. Civilians in conflict: Ukraine, Haiti, Mozambique, Chad.";"Pour deux éditions consécutives de la principale biennale de photographie climatique française, j’ai coordonné les expositions de Solidarités International—gérant plus de 10 photographes internationaux sur plusieurs continents.

2023 : « Souffrances Climatiques » à la Place du Palais Royal, Paris. 9 pays, crise climatique et réponse humanitaire.

2025 : « Histoires de (sur)vies » à la Place de la Concorde, Paris. Civils dans les conflits : Ukraine, Haïti, Mozambique, Tchad.";Coordinamento mostre, 10+ fotografi internazionali;Exhibition coordination, 10+ international photographers;Coordination d'expositions, 10+ photographes internationaux;Solidarités International;;;;;;;Michaël Bunel, Johnson Sabin, Nicolò Filippo Rosso;;;Photographer selection + Exhibition coordination
de-vos-propres-yeux-s5;true;200;2020-01-01;De Vos Propres Yeux – Stagione 5: Colombia;De Vos Propres Yeux – Season 5: Colombia;De Vos Propres Yeux – Saison 5 : Colombie;ngo;documentary-series;;true;;../media/ngo-work/documentary-series/de-vos-propres-yeux-season5-colombia.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;"../media/ngo-work/documentary-series/de-vos-propres-yeux-season5-colombia.pdf|De Vos Propres Yeux S5 Colombia;;https://devospropresyeux.org/en/season/colombia/|De Vos Propres Yeux – Season 5";"La Stagione 5 segue i “caminantes”—migranti venezuelani che camminano per centinaia di chilometri attraverso la Colombia in cerca di sicurezza e sopravvivenza. L’influencer Julie Bourges ha accompagnato le squadre di Solidarités International sulla rotta migratoria dal confine venezuelano a Bogotá.

Questa stagione ha portato la crisi migratoria venezuelana a un pubblico più giovane e digitalmente nativo attraverso la piattaforma social di Bourges, documentando al contempo la risposta umanitaria di Solidarités International.";"Season 5 follows the “caminantes”—Venezuelan migrants walking hundreds of kilometers across Colombia in search of safety and survival. Instagram influencer Julie Bourges accompanied Solidarités International teams on the migration route from the Venezuelan border to Bogotá.

This season brought the Venezuelan migration crisis to younger, digitally-native audiences through Bourges’ social media platform, while documenting Solidarités International’s humanitarian response.";"La Saison 5 suit les « caminantes »—des migrants vénézuéliens marchant des centaines de kilomètres à travers la Colombie en quête de sécurité et de survie. L’influenceuse Julie Bourges a accompagné les équipes de Solidarités International sur la route migratoire de la frontière vénézuélienne à Bogotá.

Cette saison a porté la crise migratoire vénézuélienne auprès d’un public plus jeune et numérique à travers la plateforme de Bourges, tout en documentant la réponse humanitaire de Solidarités International.";Serie documentaria Solidarités International - Stagione 5, Colombia (2020);Solidarités International documentary series - Season 5, Colombia (2020);Série documentaire Solidarités International - Saison 5, Colombie (2020);Solidarités International;;Mélanie Zadeh;;Julie Bourges;;;;Yes Sir Films;;Production coordination
the-railway-diaries;true;201;2015-06-01;The Railway Diaries;The Railway Diaries;The Railway Diaries;journalism;multimedia-projects;;true;;../media/thumbnails/the-railway-diaries.png;linear-gradient(135deg, #E5DDD4 0%, #FAF8F5 100%);;;;"../media/multimedia-projects/railway-diaries-copertina-il-caffe.pdf|Railway Diaries - copertina (Il Caffè);;../media/multimedia-projects/railway-diaries-donne-curde-il-caffe.pdf|Railway Diaries - donne curde (Il Caffè);;../media/multimedia-projects/railway-diaries-kosovo-il-caffe.pdf|Railway Diaries - Kosovo (Il Caffè)";"Un viaggio di tre mesi via terra da Venezia a Samarcanda, ripercorrendo la Via della Seta attraverso 12 paesi. Questo progetto multimediale documenta le “terre di mezzo”—Balcani, Grecia, Turchia, Kurdistan, Iran, Asia Centrale—mettendo al centro le storie delle donne.

Il progetto ha prodotto video documentari e reportage da ogni paese, servizi scritti e saggi fotografici, e il Magazine Nawart #1—una raccolta completa di storie, inchieste e reportage culturali dal viaggio. I reportage approfonditi hanno coperto le cooperative femminili in Kosovo, la crisi migratoria greca a Lesbo, i movimenti politici curdi in Turchia, la società iraniana e le comunità zoroastriane, il rapimento delle spose in Asia Centrale, e altre storie da 12 paesi.";"A three-month journey by land from Venice to Samarkand, retracing the Silk Road through 12 countries. This multimedia project documents the “middle lands”—Balkans, Greece, Turkey, Kurdistan, Iran, Central Asia—centering women’s stories.

The project produced video documentaries and reportage from each country, written features and photo essays, and Magazine Nawart #1—a comprehensive collection of stories, investigations, and cultural reporting from the journey. Extended reporting covered women’s cooperatives in Kosovo, the Greek migration crisis in Lesvos, Kurdish political movements in Turkey, Iranian society and Zoroastrian communities, Central Asian bride kidnapping in Kyrgyzstan, and more stories from 12 countries.";"Un voyage de trois mois par voie terrestre de Venise à Samarcande, retraçant la Route de la Soie à travers 12 pays. Ce projet multimédia documente les « terres du milieu »—Balkans, Grèce, Turquie, Kurdistan, Iran, Asie Centrale—en centrant les récits sur les femmes.

Le projet a produit des documentaires vidéo et des reportages de chaque pays, des articles et des essais photographiques, et le Magazine Nawart #1—une collection complète d’histoires, d’enquêtes et de reportages culturels du voyage. Les reportages approfondis ont couvert les coopératives féminines au Kosovo, la crise migratoire grecque à Lesbos, les mouvements politiques kurdes en Turquie, la société iranienne et les communautés zoroastriennes, le kidnapping de mariées en Asie Centrale, et d’autres histoires de 12 pays.";Viaggio attraverso 12 paesi lungo la Via della Seta + Magazine Nawart #1 (2015);Journey through 12 countries along the Silk Road + Nawart Magazine #1 (2015);Voyage à travers 12 pays le long de la Route de la Soie + Magazine Nawart #1 (2015);;Nawart Press;;;;Video + Magazine + Photo essays;;;;;
